Titlu,Are reducere,Reducere,Pret actual,Pret vechi,Status produs,Link produs,Specificatii produs
Laptop Gaming Omen by HP 17-an105nq,DA,700 lei,6899.9 lei,"7.599,90 lei",In Stoc,https://altex.ro/laptop-gaming-omen-by-hp-17-an105nq-intel-core-i7-8750h-pana-la-4-1ghz-17-3-full-hd-8gb-hdd-1tb-ssd-128gb-nvidia-geforce-gtx-1060-6gb-windows-10-home/cpd/LAP4MG62EA/,"Procesor Intel Core i7-8750H pana la 4.1GHz, 17.3"" Full HD, 8GB, HDD 1TB + SSD 128GB, NVIDIA GeForce GTX 1060 6GB, Windows 10 Home"
Laptop 2 in 1 ACER Spin SP714-51-M8MS,NU,,6899.9 lei,,In Stoc,https://altex.ro/laptop-2-in-1-acer-spin-sp714-51-m8ms-intelr-coretm-i7-7y75-pana-la-3-6ghz-14-ips-full-hd-8gb-ssd-512gb-intelr-hd-graphics-615-windows-10-home/cpd/TPCNXGKPEX013/,"Procesor Intel® Core™ i7-7Y75 pana la 3.6GHz, 14"" IPS Full HD, 8GB, SSD 512GB, Intel® HD Graphics 615, Windows 10 Home"
Laptop 2 in 1 LENOVO Yoga C930-13IKB,DA,700 lei,6799.9 lei,"7.499,90 lei",In Stoc,https://altex.ro/laptop-2-in-1-lenovo-yoga-c930-13ikb-intelr-coretm-i7-8550u-pana-la-4-0ghz-13-9-full-hd-touch-ssd-512gb-8gb-intelr-uhd-graphics-620-windows-10-home-iron-grey/cpd/TPC81C4006ARM/,"Procesor Intel® Core™ i7-8550U pana la 4.0GHz, 13.9"" Full HD Touch, SSD 512GB, 8GB,  Intel® UHD Graphics 620 , Windows 10 Home, Iron Grey"
"Laptop APPLE MacBook Pro 13"" Retina Display mpxr2ro/a",DA,500 lei,6799.9 lei,"7.299,90 lei",In Stoc,https://altex.ro/laptop-apple-macbook-pro-13-retina-display-mpxr2ro-a-intelr-coretm-i5-pana-la-3-6ghz-8gb-128gb-intel-iris-plus-graphics-640-macos-sierra-argintiu-tastatura-layout-ro/cpd/LAPMPXR2ROA/,"Procesor Intel® Core™ i5 pana la 3.6GHz, 8GB, 128GB, Intel Iris Plus Graphics 640, macOS Sierra, Argintiu - Tastatura layout RO"
"Laptop APPLE MacBook 12"" Retina Display mnyk2ro/a",DA,500 lei,6799.9 lei,"7.299,90 lei",In Stoc,https://altex.ro/laptop-apple-macbook-12-retina-display-mnyk2ro-a-intelr-coretm-m3-pana-la-3-0ghz-8gb-256gb-intel-hd-graphics-615-macos-sierra-gold-tastatura-layout-ro/cpd/LAPMNYK2ROA/,"Procesor Intel® Core™ m3 pana la 3.0GHz, 8GB, 256GB, Intel HD Graphics 615, MacOS Sierra, Gold - Tastatura layout RO"
"Laptop APPLE MacBook 12"" Retina Display mnyf2ze/a",DA,500 lei,6799.9 lei,"7.299,90 lei",In Stoc,https://altex.ro/laptop-apple-macbook-12-retina-display-mnyf2ze-a-intelr-coretm-m3-pana-la-3-0ghz-8gb-256gb-intel-hd-graphics-615-macos-sierra-space-gray-tastatura-layout-int/cpd/LAPMNYF2ZEA/,"Procesor Intel® Core™ m3 pana la 3.0GHz, 8GB, 256GB, Intel HD Graphics 615, macOS Sierra, Space Gray - Tastatura layout INT"
"Laptop APPLE MacBook 12"" Retina Display mnyf2ro/a",DA,500 lei,6799.9 lei,"7.299,90 lei",In Stoc,https://altex.ro/laptop-apple-macbook-12-retina-display-mnyf2ro-a-intelr-coretm-m3-pana-la-3-0ghz-8gb-256gb-intel-hd-graphics-615-macos-sierra-space-gray-tastatura-layout-ro/cpd/LAPMNYF2ROA/,"Procesor Intel® Core™ m3 pana la 3.0GHz, 8GB, 256GB, Intel HD Graphics 615, macOS Sierra, Space Gray - Tastatura layout RO"
"Laptop APPLE MacBook 12"" Retina Display mnyk2ze/a",DA,500 lei,6799.9 lei,"7.299,90 lei",In Stoc,https://altex.ro/laptop-apple-macbook-12-retina-display-mnyk2ze-a-intelr-coretm-m3-pana-la-3-0ghz-8gb-256gb-intel-hd-graphics-615-macos-sierra-gold-tastatura-layout-int/cpd/LAPMNYK2ZEA/,"Procesor Intel® Core™ m3 pana la 3.0GHz, 8GB, 256GB, Intel HD Graphics 615, MacOS Sierra, Gold - Tastatura layout INT"
"Laptop APPLE MacBook Pro 13"" Retina Display mpxq2ze/a",DA,500 lei,6799.9 lei,"7.299,90 lei",In Stoc,https://altex.ro/laptop-apple-macbook-pro-13-retina-display-mpxq2ze-a-intelr-coretm-i5-pana-la-3-6ghz-8gb-128gb-intel-iris-plus-graphics-640-macos-sierra-space-gray-tastatura-layout-int/cpd/LAPMPXQ2ZEA/,"Procesor Intel® Core™ i5 pana la 3.6GHz, 8GB, 128GB, Intel Iris Plus Graphics 640, macOS Sierra, Space Gray - Tastatura layout INT"
"Laptop APPLE MacBook Pro 13"" Retina Display mpxq2ro/a",DA,500 lei,6799.9 lei,"7.299,90 lei",In Stoc,https://altex.ro/laptop-apple-macbook-pro-13-retina-display-mpxq2ro-a-intelr-coretm-i5-pana-la-3-6ghz-8gb-128gb-intel-iris-plus-graphics-640-macos-sierra-space-gray-tastatura-layout-ro/cpd/LAPMPXQ2ROA/,"Procesor Intel® Core™ i5 pana la 3.6GHz, 8GB, 128GB, Intel Iris Plus Graphics 640, macOS Sierra, Space Gray - Tastatura layout RO"
"Laptop APPLE MacBook 12"" Retina Display mnym2ze/a",DA,500 lei,6799.9 lei,"7.299,90 lei",In Stoc,https://altex.ro/laptop-apple-macbook-12-retina-display-mnym2ze-a-intelr-coretm-m3-pana-la-3-0ghz-8gb-256gb-intel-hd-graphics-615-macos-sierra-rose-gold-tastatura-layout-int/cpd/LAPMNYM2ZEA/,"Procesor Intel® Core™ m3 pana la 3.0GHz, 8GB, 256GB, Intel HD Graphics 615, MacOS Sierra, Rose Gold - Tastatura layout INT"
Laptop Gaming DELL Inspiron 7577,NU,,6799.9 lei,,In Stoc,https://altex.ro/laptop-gaming-dell-inspiron-7577-intelr-coretm-i7-7700hq-pana-la-3-8ghz-15-6-full-hd-16gb-hdd-1tb-ssd-256gb-nvidia-geforce-gtx-1060-6gb-windows-10-home/cpd/LAP7577-8093/,"Procesor Intel® Core™ i7-7700HQ pana la 3.8GHz, 15.6"" Full HD, 16GB, HDD 1TB + SSD 256GB, NVIDIA GeForce GTX 1060 6GB, Windows 10 Home"
"Laptop APPLE MacBook 12"" Retina Display mnym2ro/a",DA,500 lei,6799.9 lei,"7.299,90 lei",In Stoc,https://altex.ro/laptop-apple-macbook-12-retina-display-mnym2ro-a-intelr-coretm-m3-pana-la-3-0ghz-8gb-256gb-intel-hd-graphics-615-macos-sierra-rose-gold-tastatura-layout-ro/cpd/LAPMNYM2ROA/,"Procesor Intel® Core™ m3 pana la 3.0GHz, 8GB, 256GB, Intel HD Graphics 615, MacOS Sierra, Rose Gold - Tastatura layout RO"
Laptop HP Spectre x360 13-ae005nn,DA,500 lei,6699.9 lei,"7.199,90 lei",In Stoc,https://altex.ro/laptop-hp-spectre-x360-13-ae005nn-intelr-coretm-i7-8550u-pana-la-4-0ghz-13-3-full-hd-touch-16gb-ssd-512gb-intelr-uhd-graphics-620-windows-10-home/cpd/TPC2ZG90EA/,"Procesor Intel® Core™ i7-8550U pana la 4.0GHz, 13.3"" Full HD Touch, 16GB, SSD 512GB, Intel® UHD Graphics 620, Windows 10 Home"
Laptop 2 in 1 LENOVO Yoga 730-13IKB,NU,,6699.9 lei,,In Stoc,https://altex.ro/laptop-2-in-1-lenovo-yoga-730-13ikb-intel-core-i7-8550u-pana-la-4-0ghz-13-3-4k-touch-display-16gb-ssd-512gb-intel-uhd-graphics-620-windows-10-home-cooper/cpd/TPC81CT0089RM/,"Procesor Intel Core i7-8550U pana la 4.0GHz, 13.3"" 4K Touch Display, 16GB, SSD 512GB, Intel UHD Graphics 620, Windows 10 Home, Cooper"
Laptop 2 in 1 ASUS ZenBook Flip S UX370UA-C4219T,NU,,6699.9 lei,,In Stoc,https://altex.ro/laptop-2-in-1-asus-zenbook-flip-s-ux370ua-c4219t-13-3-full-hd-touch-intel-core-i7-8550u-pana-la-4-0ghz-8gb-ssd-256gb-intel-uhd-graphics-620-windows-10-home/cpd/TPCUX370UAC4219/,"Procesor 13.3"" Full HD Touch, Intel Core i7-8550U pana la 4.0GHz, 8GB, SSD 256GB, Intel UHD Graphics 620, Windows 10 Home"
Laptop ASUS ZenBook Pro UX550VE-BN014R,NU,,6649.9 lei,,In Stoc,https://altex.ro/laptop-asus-zenbook-pro-ux550ve-bn014r-intel-core-i7-7700hq-pana-la-3-8ghz-15-6-full-hd-8gb-ssd-256gb-nvidia-geforce-gtx-1050-ti-4gb-windows-10-pro-blue/cpd/LAPUX550VEBN014/,"Procesor Intel Core i7-7700HQ pana la 3.8GHz, 15.6"" Full HD, 8GB, SSD 256GB, NVIDIA GeForce GTX 1050 Ti 4GB, Windows 10 Pro, Blue"
Laptop 2 in 1 ASUS ZenBook Flip S UX370UA-C4095T,NU,,6599.9 lei,,In Stoc,https://altex.ro/laptop-2-in-1-asus-zenbook-flip-s-ux370ua-c4095t-intelr-coretm-i7-7500u-pana-la-3-5ghz-13-3-full-hd-16gb-ssd-256gb-intelr-hd-graphics-620-windows-10/cpd/LAPUX370UAC4095/,"Procesor Intel® Core™ i7-7500U pana la 3.5GHz, 13.3"" Full HD, 16GB, SSD 256GB, Intel® HD Graphics 620, Windows 10"
Laptop Gaming MSI GP63 Leopard 8RE,NU,,6599.9 lei,,In Stoc,https://altex.ro/laptop-gaming-msi-gp63-leopard-8re-intelr-coretm-i7-8750h-pana-la-4-1ghz-15-6-full-hd-8gb-hdd-1tb-ssd-128gb-nvidia-geforce-gtx-1060-6gb-free-dos/cpd/LAP9S716P522213/,"Procesor Intel® Core™ i7-8750H pana la 4.1GHz, 15.6"" Full HD, 8GB, HDD 1TB + SSD 128GB, NVIDIA GeForce GTX 1060 6GB, Free Dos"
Laptop 2 in 1 DELL Inspiron 7773,DA,500 lei,6599.9 lei,"7.099,90 lei",In Stoc,https://altex.ro/laptop-2-in-1-dell-inspiron-7773-intelr-coretm-i7-8550u-pana-la-4-0ghz-17-3-full-hd-touch-16gb-ssd-512gb-nvidia-geforce-mx150-2gb-windows-10-home/cpd/TPC77730581/,"Procesor Intel® Core™ i7-8550U pana la 4.0GHz, 17.3"" Full HD Touch, 16GB, SSD 512GB, NVIDIA GeForce MX150 2GB, Windows 10 Home"
Laptop 2 in 1 ASUS ZenBook Flip 14 UX461UN-E1016T,NU,,6599.9 lei,,In Stoc,https://altex.ro/laptop-2-in-1-asus-zenbook-flip-14-ux461un-e1016t-intelr-coretm-i7-8550u-pana-la-4-0ghz-14-full-hd-8gb-ssd-256gb-nvidia-geforce-mx150-2gb-windows-10-home/cpd/TPCUX461E1016T/,"Procesor Intel® Core™ i7-8550U pana la 4.0GHz, 14"" Full HD, 8GB, SSD 256GB, NVIDIA GeForce MX150 2GB, Windows 10 Home"
Laptop APPLE MacBook Air 13 mre82ze/a,NU,,6499.9 lei,,In Stoc,https://altex.ro/laptop-apple-macbook-air-13-mre82ze-a-intel-core-i5-pana-la-3-6ghz-13-3-ips-retina-8gb-ssd-128gb-intel-uhd-graphics-617-macos-mojave-layout-int-space-gray/cpd/LAPMRE82ZEA/,"Procesor Intel Core i5 pana la 3.6GHz, 13.3"" IPS Retina, 8GB, SSD 128GB, Intel UHD Graphics 617, macOS Mojave, Layout INT, Space Gray"
Laptop APPLE MacBook Air 13 mree2ro/a,NU,,6499.9 lei,,In Stoc,https://altex.ro/laptop-apple-macbook-air-13-mree2ro-a-intel-core-i5-pana-la-3-6ghz-13-3-ips-retina-8gb-ssd-128gb-intel-uhd-graphics-617-macos-mojave-layout-ro-gold/cpd/LAPMREE2ROA/,"Procesor Intel Core i5 pana la 3.6GHz, 13.3"" IPS Retina, 8GB, SSD 128GB, Intel UHD Graphics 617, macOS Mojave, Layout RO, Gold"
Laptop 2 in 1 DELL Inspiron 7773,DA,1000 lei,6499.9 lei,"7.499,90 lei",In Stoc,https://altex.ro/laptop-2-in-1-dell-inspiron-7773-intelr-coretm-i7-8550u-pana-la-4-0ghz-17-3-full-hd-touch-16gb-ssd-512gb-nvidia-geforce-mx150-2gb-windows-10-pro/cpd/TPC77737337/,"Procesor Intel® Core™ i7-8550U pana la 4.0GHz, 17.3"" Full HD Touch, 16GB, SSD 512GB, NVIDIA GeForce MX150 2GB, Windows 10 Pro"
Laptop APPLE MacBook Air 13 mre82ro/a,NU,,6499.9 lei,,In Stoc,https://altex.ro/laptop-apple-macbook-air-13-mre82ro-a-intel-core-i5-pana-la-3-6ghz-13-3-ips-retina-8gb-ssd-128gb-intel-uhd-graphics-617-macos-mojave-layout-ro-space-gray/cpd/LAPMRE82ROA/,"Procesor Intel Core i5 pana la 3.6GHz, 13.3"" IPS Retina, 8GB, SSD 128GB, Intel UHD Graphics 617, macOS Mojave, Layout RO, Space Gray"
Laptop 2 in 1 LENOVO Yoga 730-13IKB,NU,,6499.9 lei,,In Stoc,https://altex.ro/laptop-2-in-1-lenovo-yoga-730-13ikb-intel-core-i7-8550u-pana-la-4-0ghz-13-3-4k-touch-display-8gb-ssd-512gb-intel-uhd-graphics-620-windows-10-home-platinum/cpd/TPC81CT0087RM/,"Procesor Intel Core i7-8550U pana la 4.0GHz, 13.3"" 4K Touch Display, 8GB, SSD 512GB, Intel UHD Graphics 620, Windows 10 Home, Platinum"
Laptop APPLE MacBook Air 13 mree2ze/a,NU,,6499.9 lei,,In Stoc,https://altex.ro/laptop-apple-macbook-air-13-mree2ze-a-intel-core-i5-pana-la-3-6ghz-13-3-ips-retina-8gb-ssd-128gb-intel-uhd-graphics-617-macos-mojave-layout-int-gold/cpd/LAPMREE2ZEA/,"Procesor Intel Core i5 pana la 3.6GHz, 13.3"" IPS Retina, 8GB, SSD 128GB, Intel UHD Graphics 617, macOS Mojave, Layout INT, Gold"
Laptop Gaming ASUS ROG Strix Scar II GL504GM-ES164T,DA,800 lei,6499.9 lei,"7.299,90 lei",In Stoc,https://altex.ro/laptop-gaming-asus-rog-strix-scar-ii-gl504gm-es164t-intel-core-i7-8750h-pana-la-4-1ghz-15-6-full-hd-8gb-sshd-1tb-ssd-256gb-nvidia-geforce-gtx-1060-6gb-windows-10-home/cpd/LAPGL504GMES164/,"Procesor Intel Core i7-8750H pana la 4.1GHz, 15.6"" Full HD, 8GB, SSHD 1TB + SSD 256GB, NVIDIA GeForce GTX 1060 6GB, Windows 10 Home"
Laptop Gaming MSI GF72 8RE,NU,,6499.9 lei,,In Stoc,https://altex.ro/laptop-gaming-msi-gf72-8re-intel-core-i7-8750h-pana-la-4-1ghz-17-3-full-hd-8gb-ssd-128gb-1tb-nvidia-geforce-gtx-1060-6gb-free-dos/cpd/LAPGF728RE/,"Procesor Intel Core i7-8750H pana la 4.1GHz, 17.3"" Full HD, 8GB, SSD 128GB + 1TB, NVIDIA GeForce GTX 1060 6GB, Free Dos"
Laptop 2 in 1 LENOVO Yoga 730-13IKB,NU,,6499.9 lei,,In Stoc,https://altex.ro/laptop-2-in-1-lenovo-yoga-730-13ikb-intel-core-i7-8550u-pana-la-4-0ghz-13-3-4k-touch-display-8gb-ssd-512gb-intel-uhd-graphics-620-windows-10-home/cpd/TPC81CT0088RM/,"Procesor Intel Core i7-8550U pana la 4.0GHz, 13.3"" 4K Touch Display, 8GB, SSD 512GB, Intel UHD Graphics 620, Windows 10 Home"
Laptop Gaming ASUS ROG Strix Hero II GL504GM-ES057,NU,,6499.9 lei,,In Stoc,https://altex.ro/laptop-gaming-asus-rog-strix-hero-ii-gl504gm-es057-intel-core-i7-8750h-pana-la-4-1ghz-15-6-full-hd-8gb-hdd-1tb-ssd-128gb-nvidia-geforce-gtx-1060-6gb-free-dos/cpd/LAPGL504GMES057/,"Procesor Intel Core i7-8750H pana la 4.1GHz, 15.6"" Full HD, 8GB, HDD 1TB + SSD 128GB, NVIDIA GeForce GTX 1060 6GB, Free Dos"
Laptop APPLE MacBook Air 13 mrea2ze/a,NU,,6499.9 lei,,In Stoc,https://altex.ro/laptop-apple-macbook-air-13-mrea2ze-a-intel-core-i5-pana-la-3-6ghz-13-3-ips-retina-8gb-ssd-128gb-intel-uhd-graphics-617-macos-mojave-layout-int-silver/cpd/LAPMREA2ZEA/,"Procesor Intel Core i5 pana la 3.6GHz, 13.3"" IPS Retina, 8GB, SSD 128GB, Intel UHD Graphics 617, macOS Mojave, Layout INT, Silver"
Laptop 2 in 1 LENOVO YOGA 900S-12ISK,NU,,6499.9 lei,,In Stoc,https://altex.ro/laptop-2-in-1-lenovo-yoga-900s-12isk-intelr-coretm-m7-6y75-pana-la-3-1ghz-12-5-qhd-8gb-ssd-512gb-intelr-hd-graphics-515-windows-10-gold/cpd/TPC80ML005WRI/,"Procesor Intel® Core™ m7-6Y75 pana la 3.1GHz, 12.5"" QHD, 8GB, SSD 512GB, Intel® HD Graphics 515, Windows 10, Gold"
